Descr. 1,Descr. 2,Comune,Provincia,Tipologia punto vendita,P.Iva,Email punto vendita,Agente,Link modulo precompilato
Farmacia Centrale Signorini Luca e Rober,to S.n.c.,Verona,VR,Farmacia,02404340230,info@farmaciasignorini.it,Mancini Andrea,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Centrale%20Signorini%20Luca%20e%20Rober&rc51bef4dd505413ebc19b4d510a3365a=to%20S.n.c.&r26540616401e4f999c44de10ddc004ee=Verona&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02404340230&r1addcad129b44b3cb2220834a33335d5=info%40farmaciasignorini.it&r59bc1e759dc143c48cba2b322870aea3=Mancini%20Andrea
Clini-Lab S.R.L,,Conselve,PD,Parafarmacia,01857820284,clinishop@clinilab.it,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Clini-Lab%20S.R.L&r26540616401e4f999c44de10ddc004ee=Conselve&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Parafarmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=01857820284&r1addcad129b44b3cb2220834a33335d5=clinishop%40clinilab.it&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Farmacia Balconi S.n.c. di Russo Barbara, & Russo Mario,Pescantina,VR,Farmacia,04330780232,farmacia.balconi@gmail.com,Mancini Andrea,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Balconi%20S.n.c.%20di%20Russo%20Barbara&rc51bef4dd505413ebc19b4d510a3365a=%26%20Russo%20Mario&r26540616401e4f999c44de10ddc004ee=Pescantina&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04330780232&r1addcad129b44b3cb2220834a33335d5=farmacia.balconi%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Mancini%20Andrea
Parafarmacia del Sole Dott.ssa Concetta,Gioffrè,Verona,VR,Parafarmacia,04592450235,,Mancini Andrea,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Parafarmacia%20del%20Sole%20Dott.ssa%20Concetta&rc51bef4dd505413ebc19b4d510a3365a=Gioffr%C3%A8&r26540616401e4f999c44de10ddc004ee=Verona&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Parafarmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04592450235&r59bc1e759dc143c48cba2b322870aea3=Mancini%20Andrea
Farmacia Centrale Piazzoni Antonella,,Bussolengo,VR,Farmacia,02907400234,farmaciapiazzoni@libero.it,Mancini Andrea,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Centrale%20Piazzoni%20Antonella&r26540616401e4f999c44de10ddc004ee=Bussolengo&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02907400234&r1addcad129b44b3cb2220834a33335d5=farmaciapiazzoni%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Mancini%20Andrea
Dott. Alois Oberleiter Farmacia Sebatum,,San Lorenzo In Sabato,BZ,Farmacia,01709610214,info@sebatum.com,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Dott.%20Alois%20Oberleiter%20Farmacia%20Sebatum&r26540616401e4f999c44de10ddc004ee=San%20Lorenzo%20In%20Sabato&r8df9a2a8446640338ce40a1c53c513d7=BZ&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=01709610214&r1addcad129b44b3cb2220834a33335d5=info%40sebatum.com&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Farmacia La Piave S.n.c. Dei Dott. Zonta, M. e Mercanzin A. & C.,Sernaglia Della Battaglia,TV,Farmacia,04804140269,farm.lapiave@gmail.com,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20La%20Piave%20S.n.c.%20Dei%20Dott.%20Zonta&rc51bef4dd505413ebc19b4d510a3365a=M.%20e%20Mercanzin%20A.%20%26%20C.&r26540616401e4f999c44de10ddc004ee=Sernaglia%20Della%20Battaglia&r8df9a2a8446640338ce40a1c53c513d7=TV&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04804140269&r1addcad129b44b3cb2220834a33335d5=farm.lapiave%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
Farmacia Dieci Apotheke SNC della Dr.ssa, Cristina,Merano,BZ,Farmacia,02988370215,,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Dieci%20Apotheke%20SNC%20della%20Dr.ssa&rc51bef4dd505413ebc19b4d510a3365a=Cristina&r26540616401e4f999c44de10ddc004ee=Merano&r8df9a2a8446640338ce40a1c53c513d7=BZ&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02988370215&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Farmacia St. Martin di Boriscarco e Rizz,o Daniele,San Martino In Passiria,BZ,Farmacia,02935510210,farmaciasmartinopas@gmail.com,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20St.%20Martin%20di%20Boriscarco%20e%20Rizz&rc51bef4dd505413ebc19b4d510a3365a=o%20Daniele&r26540616401e4f999c44de10ddc004ee=San%20Martino%20In%20Passiria&r8df9a2a8446640338ce40a1c53c513d7=BZ&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02935510210&r1addcad129b44b3cb2220834a33335d5=farmaciasmartinopas%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Farmacia San Rocco S.n.c.,,Pedemonte,VR,Farmacia,02405830239,farmarocco@tin.it,Mancini Andrea,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20San%20Rocco%20S.n.c.&r26540616401e4f999c44de10ddc004ee=Pedemonte&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02405830239&r1addcad129b44b3cb2220834a33335d5=farmarocco%40tin.it&r59bc1e759dc143c48cba2b322870aea3=Mancini%20Andrea
Farmacia Ferrari dott.ssa Fiammetta,,Marano Di Valpolicella,VR,Farmacia,03771790239,farmaciavalgatara@libero.it,Mancini Andrea,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Ferrari%20dott.ssa%20Fiammetta&r26540616401e4f999c44de10ddc004ee=Marano%20Di%20Valpolicella&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=03771790239&r1addcad129b44b3cb2220834a33335d5=farmaciavalgatara%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Mancini%20Andrea
Naturalens 4.0 S.r.l.,,Padova,PD,Erboristeria,05193740288,,Giacomin Maurizio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Naturalens%204.0%20S.r.l.&r26540616401e4f999c44de10ddc004ee=Padova&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=05193740288&r59bc1e759dc143c48cba2b322870aea3=Giacomin%20Maurizio
FARMACIA SEGALA S.N.C., DEI DOTTORI NADIA & MAURO SEGALA & C.,BUSSOLENGO,VR,Farmacia,03443080233,nadia@farmaciasegalabussolengo.it / info@farmaciasegalabussolengo.it,Mancini Andrea,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=FARMACIA%20SEGALA%20S.N.C.&rc51bef4dd505413ebc19b4d510a3365a=DEI%20DOTTORI%20NADIA%20%26%20MAURO%20SEGALA%20%26%20C.&r26540616401e4f999c44de10ddc004ee=BUSSOLENGO&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=03443080233&r1addcad129b44b3cb2220834a33335d5=nadia%40farmaciasegalabussolengo.it%20%2F%20info%40farmaciasegalabussolengo.it&r59bc1e759dc143c48cba2b322870aea3=Mancini%20Andrea
Farmacia All'Angelo del Dr. Perteghella,,Mason Vicentino,VI,Farmacia,04119710244,farmaciaallangelosnc@gmail.com,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20All%27Angelo%20del%20Dr.%20Perteghella&r26540616401e4f999c44de10ddc004ee=Mason%20Vicentino&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04119710244&r1addcad129b44b3cb2220834a33335d5=farmaciaallangelosnc%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Società Multiservizi Rovereto S.r.l.,,Rovereto,TN,Farmacia,01648950226,info@smr.tn.it,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Societ%C3%A0%20Multiservizi%20Rovereto%20S.r.l.&r26540616401e4f999c44de10ddc004ee=Rovereto&r8df9a2a8446640338ce40a1c53c513d7=TN&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=01648950226&r1addcad129b44b3cb2220834a33335d5=info%40smr.tn.it&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Farmacia San Leonardo Dott. Leonardo Ste,fani,Bronzolo,BZ,Farmacia,01726950213,,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20San%20Leonardo%20Dott.%20Leonardo%20Ste&rc51bef4dd505413ebc19b4d510a3365a=fani&r26540616401e4f999c44de10ddc004ee=Bronzolo&r8df9a2a8446640338ce40a1c53c513d7=BZ&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=01726950213&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Farmacia Bertazzoni Srl,,Laives,BZ,Farmacia,02322700218,farmaciabertazzoni75@gmail.com,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Bertazzoni%20Srl&r26540616401e4f999c44de10ddc004ee=Laives&r8df9a2a8446640338ce40a1c53c513d7=BZ&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02322700218&r1addcad129b44b3cb2220834a33335d5=farmaciabertazzoni75%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Parafarmacia St. Lucia,di Dott. Guarda Claudia,Bolzano,BZ,Parafarmacia,02837610217,claudiagu@live.it,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Parafarmacia%20St.%20Lucia&rc51bef4dd505413ebc19b4d510a3365a=di%20Dott.%20Guarda%20Claudia&r26540616401e4f999c44de10ddc004ee=Bolzano&r8df9a2a8446640338ce40a1c53c513d7=BZ&rbafce5adc91849a2a8e7921033a3f0d3=Parafarmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02837610217&r1addcad129b44b3cb2220834a33335d5=claudiagu%40live.it&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Parafarmacia Dott.ssa Monica Belluco,,Ponte San Nicolo',PD,Parafarmacia,04152060283,parafarmaciabelluco@yahoo.it,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Parafarmacia%20Dott.ssa%20Monica%20Belluco&r26540616401e4f999c44de10ddc004ee=Ponte%20San%20Nicolo%27&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Parafarmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04152060283&r1addcad129b44b3cb2220834a33335d5=parafarmaciabelluco%40yahoo.it&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Farmacia Roma Dott.ssa Elena Vecchioni,,Verona,VR,Farmacia,03270730231,far.vecchionielena@libero.it,Mancini Andrea,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Roma%20Dott.ssa%20Elena%20Vecchioni&r26540616401e4f999c44de10ddc004ee=Verona&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=03270730231&r1addcad129b44b3cb2220834a33335d5=far.vecchionielena%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Mancini%20Andrea
La Sanitaria Sas di Ferro Valeria & C.,,San Bonifacio,VR,Sanitaria Ortopedia,00808180236,stefania@lasanitaria.com,Lucca Paolo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=La%20Sanitaria%20Sas%20di%20Ferro%20Valeria%20%26%20C.&r26540616401e4f999c44de10ddc004ee=San%20Bonifacio&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Sanitaria%20Ortopedia&rc51aa2d7137f43a08b841f5ff85ce8c3=00808180236&r1addcad129b44b3cb2220834a33335d5=stefania%40lasanitaria.com&r59bc1e759dc143c48cba2b322870aea3=Lucca%20Paolo
Farmacia Ss. Pietro e Paolo S.n.c.,,Zevio,VR,Farmacia,03173210232,pietroepaolofarma@gmail.com,Mancini Andrea,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Ss.%20Pietro%20e%20Paolo%20S.n.c.&r26540616401e4f999c44de10ddc004ee=Zevio&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=03173210232&r1addcad129b44b3cb2220834a33335d5=pietroepaolofarma%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Mancini%20Andrea
Farmacia Santa Maria S.n.c. dott. Beggio,", Creuso e Malorgio",Piove Di Sacco,PD,Farmacia,05054550289,,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Santa%20Maria%20S.n.c.%20dott.%20Beggio&rc51bef4dd505413ebc19b4d510a3365a=%2C%20Creuso%20e%20Malorgio&r26540616401e4f999c44de10ddc004ee=Piove%20Di%20Sacco&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=05054550289&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Erboristeria Aloe di Gallo Tiziana,,Camposampiero,PD,Erboristeria,02263460285,aloetizzi@libero.it,Giacomin Maurizio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20Aloe%20di%20Gallo%20Tiziana&r26540616401e4f999c44de10ddc004ee=Camposampiero&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=02263460285&r1addcad129b44b3cb2220834a33335d5=aloetizzi%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Giacomin%20Maurizio
Naturè di Cavaliere Alessandra Erboriste,ria Parafarmacia,Abano Terme,PD,Erboristeria,05040340282,alessandra.cavaliere@gmail.com,Giacomin Maurizio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Natur%C3%A8%20di%20Cavaliere%20Alessandra%20Erboriste&rc51bef4dd505413ebc19b4d510a3365a=ria%20Parafarmacia&r26540616401e4f999c44de10ddc004ee=Abano%20Terme&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=05040340282&r1addcad129b44b3cb2220834a33335d5=alessandra.cavaliere%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Giacomin%20Maurizio
Erboristeria Alchemilla di Carraro Franc,esca,Verona,VR,Erboristeria,04407920232,erboristerialchemilla@gmail.com,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20Alchemilla%20di%20Carraro%20Franc&rc51bef4dd505413ebc19b4d510a3365a=esca&r26540616401e4f999c44de10ddc004ee=Verona&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=04407920232&r1addcad129b44b3cb2220834a33335d5=erboristerialchemilla%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Farmacia Più s.a.s. dei dottori Carlo e,Nicola Giacomelli,Maser,TV,Farmacia,03605460264,ordini@farmaciepiu.com,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Pi%C3%B9%20s.a.s.%20dei%20dottori%20Carlo%20e&rc51bef4dd505413ebc19b4d510a3365a=Nicola%20Giacomelli&r26540616401e4f999c44de10ddc004ee=Maser&r8df9a2a8446640338ce40a1c53c513d7=TV&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=03605460264&r1addcad129b44b3cb2220834a33335d5=ordini%40farmaciepiu.com&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
La Sanitaria 1978 S.N.C. di Manola,Danieli,Sarmeola Di Rubano,PD,Sanitaria Ortopedia,00766360283,manola@lasanitaria.eu,Lucca Paolo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=La%20Sanitaria%201978%20S.N.C.%20di%20Manola&rc51bef4dd505413ebc19b4d510a3365a=Danieli&r26540616401e4f999c44de10ddc004ee=Sarmeola%20Di%20Rubano&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Sanitaria%20Ortopedia&rc51aa2d7137f43a08b841f5ff85ce8c3=00766360283&r1addcad129b44b3cb2220834a33335d5=manola%40lasanitaria.eu&r59bc1e759dc143c48cba2b322870aea3=Lucca%20Paolo
Erboristeria Luce Del Sole Dott.ssa Vivi,ani Katia,Verona,VR,Erboristeria,04353840236,vivianikatia@gmail.com,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20Luce%20Del%20Sole%20Dott.ssa%20Vivi&rc51bef4dd505413ebc19b4d510a3365a=ani%20Katia&r26540616401e4f999c44de10ddc004ee=Verona&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=04353840236&r1addcad129b44b3cb2220834a33335d5=vivianikatia%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Farmacia Rigoni S.a.s. di Rigoni Daniela,,Monteviale,VI,Farmacia,04163900246,farmrigoni@gmail.com,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Rigoni%20S.a.s.%20di%20Rigoni%20Daniela&r26540616401e4f999c44de10ddc004ee=Monteviale&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04163900246&r1addcad129b44b3cb2220834a33335d5=farmrigoni%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Farmacia Tavernelle S.n.c.,,Sovizzo,VI,Farmacia,04087290245,,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Tavernelle%20S.n.c.&r26540616401e4f999c44de10ddc004ee=Sovizzo&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04087290245&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Farmacia alla Madonna Dottor Antonio Gio,vanni Caruso,Castelfranco Veneto,TV,Farmacia,04166760282,farmaciamadonna@gmail.com,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20alla%20Madonna%20Dottor%20Antonio%20Gio&rc51bef4dd505413ebc19b4d510a3365a=vanni%20Caruso&r26540616401e4f999c44de10ddc004ee=Castelfranco%20Veneto&r8df9a2a8446640338ce40a1c53c513d7=TV&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04166760282&r1addcad129b44b3cb2220834a33335d5=farmaciamadonna%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
